Property_ID,Listing_Date,Sale_Price,Bedrooms,Bathrooms,SqFt_Living,SqFt_Lot,Floors,Waterfront,Year_Built,Year_Renovated,City,Zip_Code
PROP_09391,2025-07-14,427286,4,1.0,1999,7996,1.5,0,1969,2022,Greenwood Valley,40082
PROP_09392,2025-06-06,431984,3,1.0,2204,6612,1.5,0,1982,0,Greenwood Valley,40082
PROP_09393,2026-01-27,524790,3,2.0,1764,3528,1.0,0,1995,2024,Coastal Suburbs,20013
PROP_09394,2025-08-08,248196,3,2.5,1677,5031,2.0,0,1978,0,Metro City,10001
PROP_09395,2025-11-13,583590,3,1.0,2382,4764,2.0,0,1988,2016,Greenwood Valley,40082
PROP_09396,2026-05-21,259182,4,1.5,1122,6732,1.5,0,2010,0,Coastal Suburbs,20013
PROP_09397,2025-12-21,233472,2,2.5,1216,4864,1.0,0,1975,0,Coastal Suburbs,20012
PROP_09398,2026-05-18,283920,2,2.0,1560,7800,2.0,0,1951,0,Tech Park District,30046
PROP_09399,2025-09-17,277648,1,1.5,1876,7504,1.0,0,2007,0,Metro City,10003
PROP_09400,2025-12-14,194400,2,2.0,864,3456,1.0,0,1961,0,Tech Park District,30046
PROP_09401,2026-05-29,195858,4,2.5,1053,4212,1.5,0,1982,0,Metro City,10003
PROP_09402,2026-01-03,259638,4,1.0,1323,3969,2.0,0,1970,2017,Tech Park District,30046
PROP_09403,2026-04-02,245464,2,1.0,2012,6036,1.0,0,2001,0,Greenwood Valley,40081
PROP_09404,2025-10-10,261221,4,2.5,1699,5097,1.5,0,1956,2020,Tech Park District,30045
PROP_09405,2025-07-08,524394,1,2.5,2158,12948,2.0,0,2002,0,Greenwood Valley,40082
PROP_09406,2025-07-19,383870,3,2.5,1669,8345,2.0,0,2014,0,Metro City,10004
PROP_09407,2026-03-13,406023,4,1.5,1683,5049,1.0,0,1959,2025,Tech Park District,30045
PROP_09408,2025-07-01,467992,3,2.0,1918,11508,1.5,0,1964,0,Coastal Suburbs,20011
PROP_09409,2025-06-27,355716,2,2.5,1446,5784,1.0,0,1977,0,Tech Park District,30045
PROP_09410,2025-11-18,450924,3,2.5,2127,8508,1.0,0,1963,0,Tech Park District,30046
PROP_09411,2025-09-29,143682,3,2.0,933,3732,2.0,0,1950,0,Tech Park District,30045
PROP_09412,2026-01-28,854662,4,2.5,4231,12693,2.0,0,1985,0,Coastal Suburbs,20012
PROP_09413,2025-11-29,3079776,9,5.0,4583,27498,2.5,0,1969,0,Coastal Suburbs,20012
PROP_09414,2026-04-07,566207,1,2.0,1491,8946,2.0,1,2007,2023,Metro City,10003
PROP_09415,2026-05-10,565008,4,1.5,2384,9536,1.0,0,2003,0,Tech Park District,30045
PROP_09416,2026-04-03,219450,3,1.0,1650,3300,2.0,0,1995,0,Coastal Suburbs,20013
PROP_09417,2026-05-30,266082,2,1.5,1454,5816,1.5,0,1997,0,Tech Park District,30045
PROP_09418,2025-06-24,309275,2,1.5,2225,11125,1.5,0,2015,0,Greenwood Valley,40082
PROP_09419,2025-06-03,1063610,4,2.5,2914,14570,2.0,0,2005,0,Tech Park District,30046
PROP_09420,2025-10-08,772254,4,3.5,3178,22246,2.5,0,1967,0,Tech Park District,30046
PROP_09421,2026-02-14,344706,1,1.0,1574,6296,2.0,0,1962,0,Tech Park District,30045
PROP_09422,2026-04-14,320568,4,2.5,1406,2812,1.5,0,1985,0,Metro City,10004
PROP_09423,2025-12-13,231775,1,1.0,1270,2540,2.0,0,1985,2021,Greenwood Valley,40081
PROP_09424,2025-11-02,479298,2,1.0,2159,12954,1.0,0,1971,0,Metro City,10003
PROP_09425,2025-12-20,912925,6,2.5,3445,17225,2.0,0,1996,2021,Greenwood Valley,40082
PROP_09426,2026-05-10,401177,4,1.0,1799,10794,2.0,0,2001,0,Metro City,10003
PROP_09427,2025-12-07,517548,4,2.5,1747,5241,1.0,0,1985,2019,Greenwood Valley,40082
PROP_09428,2025-08-07,123720,4,1.0,1031,4124,2.0,0,1971,0,Coastal Suburbs,20012
PROP_09429,2026-03-14,498200,3,2.0,2350,14100,2.0,0,1958,0,Metro City,10002
PROP_09430,2025-06-22,393762,3,2.5,2263,13578,1.5,0,1996,0,Greenwood Valley,40081
PROP_09431,2026-03-25,223375,2,1.0,1787,3574,1.0,0,1994,0,Metro City,10003
PROP_09432,2025-08-31,352026,2,1.0,2214,8856,1.0,0,1999,0,Coastal Suburbs,20013
PROP_09433,2025-10-12,720262,5,3.0,3187,19122,2.5,0,1994,0,Greenwood Valley,40082
PROP_09434,2025-08-26,156380,3,1.0,1117,4468,1.0,0,1966,0,Tech Park District,30045
PROP_09435,2026-02-13,376363,4,1.5,1703,8515,1.0,0,2005,0,Tech Park District,30046
PROP_09436,2026-02-08,262906,3,1.5,1246,7476,1.5,0,1991,0,Greenwood Valley,40082
PROP_09437,2025-11-21,564795,1,2.0,1956,7824,2.0,0,1954,2016,Greenwood Valley,40082
PROP_09438,2026-01-26,996996,5,3.5,4316,25896,2.0,0,1978,0,Tech Park District,30046
PROP_09439,2025-08-07,405573,2,2.0,1869,11214,1.5,0,1999,0,Coastal Suburbs,20011
PROP_09440,2025-07-16,432588,4,2.0,2301,13806,1.5,0,1997,0,Metro City,10003
PROP_09441,2025-11-10,322046,4,2.5,1641,4923,1.5,0,1968,2020,Metro City,10001
PROP_09442,2026-05-30,380443,2,1.0,2363,14178,1.0,0,1952,0,Metro City,10004
PROP_09443,2026-02-27,244112,2,1.5,1387,4161,1.5,0,1989,0,Greenwood Valley,40082
PROP_09444,2026-01-08,875063,6,3.0,3049,12196,3.0,0,1966,0,Greenwood Valley,40082
PROP_09445,2025-08-12,242414,4,2.5,1987,7948,1.0,0,1991,0,Tech Park District,30045
PROP_09446,2025-10-12,227800,3,2.5,1700,5100,1.5,0,1968,0,Metro City,10001
PROP_09447,2025-07-30,220032,2,1.5,1146,2292,1.5,0,1993,0,Coastal Suburbs,20013
PROP_09448,2025-11-08,1500078,5,4.0,3909,15636,2.5,0,1962,2025,Metro City,10002
PROP_09449,2025-06-23,355320,1,2.5,2016,10080,2.0,0,1981,2025,Greenwood Valley,40082
PROP_09450,2025-08-05,639176,6,4.0,2932,11728,2.0,0,2010,0,Greenwood Valley,40082
PROP_09451,2026-02-11,868054,5,3.0,3587,28696,2.0,0,1957,0,Greenwood Valley,40081
PROP_09452,2025-10-22,306612,3,1.5,1836,3672,1.0,0,1966,0,Coastal Suburbs,20013
PROP_09453,2025-12-02,807114,6,3.5,3494,17470,3.0,0,1984,0,Metro City,10001
PROP_09454,2026-01-07,365376,2,2.5,2076,4152,1.5,0,1990,0,Greenwood Valley,40081
PROP_09455,2025-10-23,182646,4,2.5,834,5004,1.5,0,1972,0,Metro City,10002
PROP_09456,2025-10-13,1374075,6,2.5,2955,8865,2.5,0,1979,2016,Tech Park District,30046
PROP_09457,2026-04-10,1623669,6,3.0,4353,30471,3.0,0,1976,0,Tech Park District,30046
PROP_09458,2025-10-14,261876,3,2.0,1884,9420,1.5,0,1958,0,Greenwood Valley,40081
PROP_09459,2026-02-20,419616,3,1.5,2232,6696,1.5,0,1976,0,Greenwood Valley,40082
PROP_09460,2025-11-08,223368,1,1.5,1362,4086,2.0,0,1972,0,Greenwood Valley,40082
PROP_09461,2026-01-10,416772,2,1.5,1836,7344,2.0,0,1953,0,Coastal Suburbs,20012
PROP_09462,2025-08-24,238876,2,1.5,1342,4026,1.5,0,1985,0,Greenwood Valley,40082
PROP_09463,2025-11-09,1204504,6,4.0,4396,17584,3.0,0,1971,0,Greenwood Valley,40081
PROP_09464,2026-02-07,262841,4,1.0,1581,9486,1.0,0,1992,2018,Tech Park District,30045
PROP_09465,2025-08-17,373980,4,2.5,1626,3252,1.5,0,1983,0,Coastal Suburbs,20012
PROP_09466,2026-03-12,1016070,4,3.5,3079,21553,2.0,0,1988,0,Greenwood Valley,40081
PROP_09467,2026-05-03,232254,4,1.0,1122,5610,2.0,0,1996,0,Tech Park District,30045
PROP_09468,2026-04-22,172975,1,2.5,935,3740,2.0,0,1996,0,Metro City,10004
PROP_09469,2026-01-12,249116,3,2.5,1519,6076,2.0,0,1953,0,Coastal Suburbs,20013
PROP_09470,2025-06-28,385550,2,1.5,1402,2804,1.5,0,1960,2024,Coastal Suburbs,20013
PROP_09471,2025-09-05,3574375,8,7.5,5375,64500,2.5,1,1999,0,Tech Park District,30046
PROP_09472,2025-08-16,941766,5,4.0,2638,15828,2.0,0,1979,0,Greenwood Valley,40082
PROP_09473,2025-06-28,504328,4,2.0,2084,10420,1.5,0,1987,0,Greenwood Valley,40081
PROP_09474,2025-09-26,842682,4,3.0,2523,17661,2.5,0,1980,0,Metro City,10001
PROP_09475,2025-09-02,194438,2,2.0,869,2607,1.0,0,2007,2021,Tech Park District,30046
PROP_09476,2025-06-19,193721,1,1.5,1601,4803,2.0,0,1965,0,Greenwood Valley,40082
PROP_09477,2026-01-27,247625,1,2.5,1981,11886,1.0,0,1957,0,Metro City,10002
PROP_09478,2025-10-12,1423125,4,2.5,4125,16500,2.5,0,1964,0,Coastal Suburbs,20012
PROP_09479,2025-08-23,267216,1,2.0,1758,7032,2.0,0,1961,0,Greenwood Valley,40082
PROP_09480,2026-05-28,179916,2,1.0,1363,4089,2.0,0,1990,0,Tech Park District,30046
PROP_09481,2026-01-26,1054935,4,3.0,4137,12411,2.5,0,2004,0,Metro City,10003
PROP_09482,2026-01-10,390956,2,2.5,2157,12942,1.0,0,1990,2018,Coastal Suburbs,20012
PROP_09483,2025-07-30,112606,3,1.0,923,3692,1.5,0,1987,0,Metro City,10002
PROP_09484,2026-02-09,210210,3,2.0,1078,4312,2.0,0,2010,2024,Tech Park District,30046
PROP_09485,2025-06-21,414740,1,2.5,2330,4660,1.5,0,2014,0,Metro City,10003
PROP_09486,2026-01-13,299635,4,1.5,1223,7338,1.5,0,1955,2017,Greenwood Valley,40082
PROP_09487,2025-11-30,201228,2,2.0,818,2454,1.0,0,1971,0,Greenwood Valley,40081
PROP_09488,2026-05-30,217260,1,2.0,1530,4590,1.0,0,1995,0,Tech Park District,30046
PROP_09489,2026-03-15,217680,2,1.5,907,2721,2.0,0,2014,0,Metro City,10003
PROP_09490,2026-02-04,170488,4,1.5,808,1616,1.0,0,2006,0,Greenwood Valley,40081
PROP_09491,2026-01-21,328680,2,2.5,1992,5976,2.0,0,2000,0,Metro City,10001
PROP_09492,2026-02-08,188370,2,1.0,828,4968,1.5,0,1959,2018,Tech Park District,30045
PROP_09493,2025-07-28,436272,4,1.0,2384,11920,2.0,0,1995,0,Metro City,10004
PROP_09494,2025-08-15,1975050,5,2.5,4158,24948,2.0,0,1982,2021,Coastal Suburbs,20013
PROP_09495,2025-08-03,501670,4,1.0,1768,3536,1.5,0,1982,2022,Tech Park District,30045
PROP_09496,2025-11-26,155040,4,1.0,912,4560,1.0,0,1996,0,Coastal Suburbs,20013
PROP_09497,2025-07-18,391384,4,2.0,1624,8120,2.0,0,1987,0,Metro City,10002
PROP_09498,2025-09-13,366795,2,2.0,1254,5016,2.0,0,1960,2017,Tech Park District,30045
PROP_09499,2025-10-24,463575,1,2.5,1766,8830,2.0,0,1962,2019,Greenwood Valley,40082
PROP_09500,2025-09-01,900617,5,3.0,3737,14948,2.0,0,1961,0,Coastal Suburbs,20012
PROP_09501,2025-08-26,641669,6,3.5,2957,14785,2.5,0,2004,0,Metro City,10001
PROP_09502,2026-02-16,1011520,5,3.5,4360,13080,2.5,0,1981,0,Metro City,10004
PROP_09503,2025-10-18,210300,1,2.5,1402,8412,2.0,0,1956,0,Tech Park District,30045
PROP_09504,2026-03-16,309400,3,2.0,1820,9100,2.0,0,1993,0,Metro City,10002
PROP_09505,2026-05-06,293500,2,1.5,2348,9392,1.0,0,1996,0,Metro City,10003
PROP_09506,2026-03-27,339858,1,1.5,2151,8604,1.5,0,2012,0,Metro City,10004
PROP_09507,2025-09-17,175406,1,2.5,1309,3927,1.5,0,1986,0,Coastal Suburbs,20012
PROP_09508,2026-03-26,232156,2,1.5,1828,9140,1.0,0,1972,0,Greenwood Valley,40082
PROP_09509,2025-06-03,346775,4,1.0,1940,7760,1.5,0,1959,2021,Tech Park District,30045
PROP_09510,2026-02-25,528229,2,1.0,2327,13962,1.0,0,1997,0,Metro City,10004
PROP_09511,2026-03-20,320000,3,2.5,1600,4800,2.0,0,1980,0,Greenwood Valley,40082
PROP_09512,2025-09-01,251766,4,1.0,1278,2556,1.0,0,1980,0,Metro City,10004
PROP_09513,2025-12-31,365304,3,1.5,1964,5892,2.0,0,1971,0,Greenwood Valley,40081
PROP_09514,2025-07-10,130815,4,2.5,969,5814,2.0,0,1973,0,Greenwood Valley,40082
PROP_09515,2025-10-05,244723,2,2.5,1247,6235,1.0,0,1995,2025,Greenwood Valley,40081
PROP_09516,2026-02-11,171204,4,1.0,1297,3891,1.0,0,1984,0,Tech Park District,30046
PROP_09517,2026-05-13,409222,3,1.0,1958,5874,1.0,0,2004,0,Metro City,10002
PROP_09518,2025-07-19,261252,1,2.5,1476,4428,1.5,0,2011,0,Coastal Suburbs,20013
PROP_09519,2025-11-16,224116,1,1.5,1303,6515,1.5,0,1985,0,Greenwood Valley,40082
PROP_09520,2025-06-14,258588,3,2.0,1306,7836,1.5,0,1965,0,Greenwood Valley,40081
PROP_09521,2025-10-24,193872,4,1.0,1154,3462,2.0,0,1972,0,Greenwood Valley,40081
PROP_09522,2026-05-15,195024,1,1.5,816,4080,1.5,0,1972,0,Tech Park District,30045
PROP_09523,2026-05-15,5751437,6,7.5,7788,116820,4.0,1,2013,2021,Coastal Suburbs,20013
PROP_09524,2025-08-02,409126,2,1.5,1481,2962,2.0,0,1967,2022,Coastal Suburbs,20013
PROP_09525,2025-12-19,1304184,6,2.5,3327,16635,3.0,1,1966,0,Metro City,10002
PROP_09526,2025-12-09,1364580,5,4.0,4332,12996,2.5,0,1978,0,Greenwood Valley,40081
PROP_09527,2026-03-30,323041,1,2.0,1531,9186,1.0,0,1995,0,Coastal Suburbs,20011
PROP_09528,2025-07-25,7977920,8,7.5,8319,108147,4.0,1,1982,0,Tech Park District,30045
PROP_09529,2025-11-13,1644266,5,3.0,4257,25542,2.0,0,1997,2016,Tech Park District,30045
PROP_09530,2025-08-18,525420,2,2.5,2224,6672,1.0,1,1970,2023,Greenwood Valley,40082
PROP_09531,2025-06-15,325605,3,2.0,2215,8860,2.0,0,1983,0,Metro City,10003
PROP_09532,2025-07-12,351186,4,2.5,1878,5634,1.0,0,1995,0,Metro City,10004
PROP_09533,2026-01-22,704838,6,3.0,2974,17844,2.0,0,1985,0,Tech Park District,30045
PROP_09534,2026-05-29,169725,3,1.5,930,4650,1.5,0,1996,2019,Tech Park District,30045
PROP_09535,2026-05-04,478074,1,1.0,2193,13158,2.0,0,1994,0,Metro City,10001
PROP_09536,2026-02-01,307989,4,1.5,2013,8052,1.0,0,1960,0,Metro City,10004
PROP_09537,2026-01-19,689564,4,3.0,2573,7719,2.0,0,1958,0,Greenwood Valley,40082
PROP_09538,2026-04-18,1095444,4,4.0,3402,27216,2.0,0,2013,0,Tech Park District,30046
PROP_09539,2025-10-16,2052088,4,3.5,3597,17985,2.5,1,2013,2023,Coastal Suburbs,20011
PROP_09540,2026-04-01,398722,4,1.0,1611,9666,1.5,0,1994,2021,Tech Park District,30046
PROP_09541,2026-05-03,106167,3,2.0,823,1646,1.5,0,1971,0,Greenwood Valley,40081
PROP_09542,2025-06-03,805675,5,4.0,2479,9916,2.0,0,1951,0,Tech Park District,30046
PROP_09543,2025-11-16,342070,2,2.5,2165,10825,2.0,0,1986,0,Greenwood Valley,40082
PROP_09544,2025-06-23,337428,1,2.5,1442,4326,2.0,0,1981,0,Tech Park District,30045
PROP_09545,2026-05-02,267567,2,2.0,1634,4902,1.5,0,1979,2025,Tech Park District,30045
PROP_09546,2026-04-15,202806,3,2.0,877,5262,1.5,0,2003,2024,Coastal Suburbs,20013
PROP_09547,2026-01-18,475012,2,1.0,2390,4780,1.5,0,2000,2022,Tech Park District,30046
PROP_09548,2025-11-14,367034,2,1.5,1817,9085,2.0,0,2009,0,Coastal Suburbs,20012
PROP_09549,2026-03-19,242775,1,2.5,1079,6474,1.0,0,1963,0,Coastal Suburbs,20012
PROP_09550,2025-08-06,1070892,6,4.0,3546,10638,3.0,0,1980,0,Tech Park District,30046
PROP_09551,2025-09-17,190500,3,1.0,1270,7620,2.0,0,1973,0,Tech Park District,30046
PROP_09552,2025-06-25,411955,3,2.0,1753,7012,1.0,0,1960,0,Metro City,10001
PROP_09553,2026-04-26,244975,3,2.5,1025,4100,1.0,0,1983,0,Metro City,10004
PROP_09554,2025-10-23,706178,4,3.0,2467,9868,2.0,0,2008,2017,Tech Park District,30045
PROP_09555,2025-11-13,386022,3,2.5,1911,3822,1.0,0,1966,0,Coastal Suburbs,20012
PROP_09556,2025-06-29,480872,3,1.5,1939,11634,2.0,0,2012,0,Metro City,10004
PROP_09557,2025-07-07,183040,3,2.5,1040,3120,1.0,0,1961,0,Tech Park District,30046
PROP_09558,2026-03-08,99674,4,1.5,817,4085,1.5,0,1976,0,Tech Park District,30046
PROP_09559,2026-04-05,1891750,6,2.5,4025,24150,2.0,0,1998,2025,Greenwood Valley,40081
PROP_09560,2025-12-13,338788,2,1.0,1819,5457,1.0,0,1970,2020,Coastal Suburbs,20011
PROP_09561,2025-07-18,332612,2,2.0,1298,6490,1.0,0,1994,2023,Tech Park District,30046
PROP_09562,2025-12-22,319464,4,2.0,2349,11745,1.5,0,1958,0,Coastal Suburbs,20013
PROP_09563,2025-10-09,427420,2,2.5,1988,3976,1.0,0,1997,0,Coastal Suburbs,20013
PROP_09564,2025-08-31,4739460,9,5.0,7095,35475,4.0,0,2002,0,Tech Park District,30045
PROP_09565,2025-10-01,329430,2,1.0,2085,10425,1.5,0,1989,0,Coastal Suburbs,20012
PROP_09566,2025-12-22,310284,3,1.5,1836,9180,2.0,0,1952,0,Greenwood Valley,40082
PROP_09567,2025-07-16,155550,2,1.0,850,1700,2.0,0,2009,0,Metro City,10003
PROP_09568,2025-06-11,1122534,6,3.0,3717,29736,3.0,0,1976,0,Tech Park District,30046
PROP_09569,2025-09-15,205620,3,2.5,1104,3312,1.0,0,1981,2018,Metro City,10003
PROP_09570,2025-08-23,665304,5,4.0,2918,20426,2.5,0,1971,0,Tech Park District,30045
PROP_09571,2025-12-16,725686,6,3.0,3211,12844,3.0,0,1998,0,Greenwood Valley,40082
PROP_09572,2025-12-24,234667,1,1.5,934,1868,1.5,0,1986,2020,Greenwood Valley,40082
PROP_09573,2025-10-24,538974,1,2.5,2218,8872,1.5,0,1966,0,Coastal Suburbs,20013
PROP_09574,2026-04-28,214755,1,2.5,1545,9270,1.0,0,1951,0,Coastal Suburbs,20013
PROP_09575,2026-05-01,319548,2,1.0,1718,5154,1.0,0,2009,0,Greenwood Valley,40082
PROP_09576,2025-08-18,164920,2,2.0,1085,6510,1.0,0,1991,0,Tech Park District,30045
PROP_09577,2025-08-01,188157,1,2.0,1031,6186,1.0,0,1954,2020,Coastal Suburbs,20013
PROP_09578,2025-10-31,246402,3,1.5,1014,4056,2.0,0,1992,0,Tech Park District,30045
PROP_09579,2026-02-07,1023120,5,3.5,4176,25056,2.0,0,1988,0,Metro City,10002
PROP_09580,2026-01-08,206137,1,2.0,1195,7170,1.5,0,1995,2022,Greenwood Valley,40081
PROP_09581,2025-11-06,104532,1,1.5,843,3372,1.0,0,1981,0,Tech Park District,30046
PROP_09582,2026-05-17,212800,4,1.5,1600,3200,2.0,0,1968,0,Tech Park District,30046
PROP_09583,2026-04-05,298302,1,1.5,1797,5391,1.0,0,1963,0,Coastal Suburbs,20013
PROP_09584,2025-08-07,347400,2,2.0,1544,4632,2.0,0,1996,0,Metro City,10001
PROP_09585,2025-12-01,350752,4,1.5,1808,5424,2.0,0,1958,0,Tech Park District,30046
PROP_09586,2026-05-07,240540,2,1.0,1140,3420,2.0,0,2013,0,Greenwood Valley,40081
PROP_09587,2025-07-20,1017380,4,2.5,3913,27391,2.5,0,1994,0,Tech Park District,30046
PROP_09588,2025-12-06,399317,4,2.5,2069,10345,2.0,0,1958,0,Metro City,10004
PROP_09589,2026-02-18,688636,6,3.0,2788,22304,2.0,0,1970,0,Coastal Suburbs,20013
PROP_09590,2025-09-11,299834,1,1.0,1522,4566,2.0,0,1982,0,Tech Park District,30045
PROP_09591,2026-02-06,185757,1,1.0,1109,3327,1.0,0,2010,2024,Coastal Suburbs,20013
PROP_09592,2026-01-15,1142956,4,4.0,3506,21036,2.0,0,2000,0,Coastal Suburbs,20012
PROP_09593,2025-12-16,354875,2,1.0,1700,6800,1.0,0,1985,2022,Coastal Suburbs,20013
PROP_09594,2026-01-30,290821,1,1.5,1181,4724,1.5,0,1998,2020,Tech Park District,30045
PROP_09595,2025-10-16,410130,2,2.0,1953,9765,1.0,0,1967,0,Tech Park District,30046
PROP_09596,2026-03-16,287525,2,1.5,1484,5936,2.0,0,2006,2021,Tech Park District,30046
PROP_09597,2026-04-04,1399392,6,3.0,4128,12384,3.0,0,1959,0,Coastal Suburbs,20011
PROP_09598,2026-01-03,280825,1,1.5,1195,4780,1.0,0,2001,0,Tech Park District,30046
PROP_09599,2025-07-17,245700,3,1.0,1260,5040,1.5,0,1953,0,Coastal Suburbs,20011
PROP_09600,2026-01-03,1269087,4,3.5,3881,11643,3.0,0,2000,0,Coastal Suburbs,20011
PROP_09601,2025-12-06,449250,3,1.5,1797,5391,1.0,0,2011,2022,Metro City,10002
PROP_09602,2026-04-11,406410,2,1.5,2185,10925,1.0,0,1978,0,Coastal Suburbs,20011
PROP_09603,2025-09-04,495040,4,2.0,2240,6720,1.0,0,1961,0,Metro City,10002
PROP_09604,2026-01-09,406080,4,1.0,2256,6768,2.0,0,1965,0,Coastal Suburbs,20013
PROP_09605,2026-04-19,278256,1,1.5,1122,6732,1.0,0,1990,0,Metro City,10003
PROP_09606,2026-01-05,1165632,5,2.5,3736,29888,3.0,0,2009,0,Coastal Suburbs,20012
PROP_09607,2025-07-18,420028,3,1.0,2143,10715,2.0,0,2002,0,Coastal Suburbs,20013
PROP_09608,2025-06-21,869231,4,3.0,4159,33272,3.0,0,2001,0,Greenwood Valley,40081
PROP_09609,2026-02-18,833112,6,3.5,3857,11571,2.5,0,2003,0,Coastal Suburbs,20012
PROP_09610,2025-11-22,875715,5,3.0,3695,14780,2.0,0,1997,0,Metro City,10003
PROP_09611,2026-01-24,167160,4,1.5,1194,7164,1.5,0,2002,0,Metro City,10002
PROP_09612,2026-05-13,277014,4,1.5,2022,6066,1.5,0,1958,0,Tech Park District,30046
PROP_09613,2025-09-23,945810,6,2.5,3503,28024,2.0,0,1959,0,Tech Park District,30046
PROP_09614,2026-04-28,3907376,7,6.0,6556,52448,2.5,0,1962,0,Coastal Suburbs,20011
PROP_09615,2026-05-18,192558,1,2.5,1437,8622,1.0,0,1950,0,Metro City,10002
PROP_09616,2025-08-19,333945,2,1.0,1629,3258,2.0,0,1972,0,Coastal Suburbs,20013
PROP_09617,2026-02-09,177045,2,1.0,957,5742,2.0,0,1986,2022,Metro City,10003
PROP_09618,2026-02-25,287245,4,2.0,1981,11886,1.0,0,2004,0,Tech Park District,30046
PROP_09619,2026-04-19,673706,4,2.5,2981,23848,3.0,0,1954,0,Greenwood Valley,40081
PROP_09620,2026-04-28,288392,2,1.5,1534,4602,2.0,0,1998,0,Tech Park District,30046
PROP_09621,2026-02-24,439640,4,1.5,1895,7580,1.0,0,1997,0,Greenwood Valley,40082
PROP_09622,2025-07-13,315131,4,1.0,1029,6174,1.0,0,1997,2016,Metro City,10004
PROP_09623,2025-10-27,1149084,6,4.0,3246,19476,2.5,0,1997,0,Metro City,10001
PROP_09624,2026-01-26,224010,4,1.5,1310,7860,2.0,0,2005,0,Greenwood Valley,40081
PROP_09625,2026-01-10,5660200,7,6.0,8086,72774,4.0,1,1981,0,Coastal Suburbs,20012
PROP_09626,2025-07-11,1114134,4,3.0,3882,23292,2.5,0,1989,0,Tech Park District,30046
PROP_09627,2026-01-31,1453816,4,2.5,3994,27958,2.0,0,1954,0,Coastal Suburbs,20012
PROP_09628,2025-11-01,358092,1,1.0,1764,3528,1.5,0,1973,0,Metro City,10002
PROP_09629,2025-08-16,961642,5,4.0,2818,11272,2.0,0,1970,2021,Tech Park District,30045
PROP_09630,2025-08-05,317070,3,2.0,1626,4878,1.5,0,2013,2022,Metro City,10004
PROP_09631,2026-05-17,1155665,4,2.5,3115,18690,2.0,0,1961,0,Tech Park District,30045
PROP_09632,2025-11-01,1224186,5,4.0,3282,13128,3.0,0,1975,0,Greenwood Valley,40081
PROP_09633,2025-10-06,281025,4,1.0,1249,6245,1.5,0,2002,0,Coastal Suburbs,20013
PROP_09634,2026-02-23,204848,1,1.5,868,5208,2.0,0,1986,0,Greenwood Valley,40081
PROP_09635,2026-01-05,232657,4,2.5,1181,3543,2.0,0,2013,0,Greenwood Valley,40081
PROP_09636,2025-10-30,129150,1,1.0,1050,2100,1.5,0,1972,0,Tech Park District,30045
PROP_09637,2026-03-19,117705,3,2.0,885,1770,1.5,0,1963,0,Greenwood Valley,40082
PROP_09638,2025-06-25,196206,4,2.0,1234,7404,1.0,0,2012,0,Metro City,10002
PROP_09639,2026-03-10,923898,4,3.0,3581,10743,2.5,0,1971,0,Greenwood Valley,40081
PROP_09640,2025-07-10,327015,3,2.0,1521,7605,2.0,0,1961,0,Coastal Suburbs,20013
PROP_09641,2025-06-24,495444,4,1.5,2337,7011,2.0,0,2000,0,Coastal Suburbs,20011
PROP_09642,2026-02-18,941173,6,2.5,2969,17814,3.0,0,1989,0,Tech Park District,30046
PROP_09643,2025-07-26,234676,1,2.0,953,1906,2.0,0,2014,2020,Greenwood Valley,40082
PROP_09644,2026-02-17,191168,3,1.5,928,4640,1.0,0,1964,0,Tech Park District,30046
PROP_09645,2026-01-04,141588,3,1.5,828,1656,1.0,0,1954,0,Tech Park District,30045
PROP_09646,2025-12-29,882060,6,3.0,3615,18075,2.0,0,1993,0,Tech Park District,30045
PROP_09647,2025-07-19,413345,4,2.0,1805,3610,1.0,0,2006,0,Tech Park District,30045
PROP_09648,2026-01-24,365078,1,2.0,2051,8204,1.5,0,1963,0,Greenwood Valley,40082
PROP_09649,2026-05-05,324380,3,2.5,2317,9268,1.0,0,2013,0,Greenwood Valley,40081
PROP_09650,2026-03-19,362202,3,1.0,2278,6834,1.0,0,1985,0,Greenwood Valley,40081
PROP_09651,2025-10-08,342624,1,1.0,2064,12384,1.5,0,1961,0,Greenwood Valley,40081
PROP_09652,2025-11-29,303017,1,2.0,1859,7436,2.0,0,1961,0,Metro City,10001
PROP_09653,2025-10-09,278460,4,2.0,1326,3978,2.0,0,1967,0,Metro City,10002
PROP_09654,2026-03-27,499176,3,2.0,2311,13866,1.0,0,1969,0,Coastal Suburbs,20011
PROP_09655,2025-07-12,404920,1,1.5,1910,5730,1.5,0,1980,0,Greenwood Valley,40081
PROP_09656,2026-02-13,341600,1,1.5,2135,12810,1.5,0,1991,0,Tech Park District,30045
PROP_09657,2025-06-09,300300,3,1.0,1950,7800,1.0,0,1972,0,Metro City,10003
PROP_09658,2025-07-29,847620,4,3.5,3324,19944,2.0,0,1988,0,Coastal Suburbs,20013
PROP_09659,2026-05-05,905972,5,2.5,3713,29704,2.0,0,1980,0,Tech Park District,30046
PROP_09660,2026-01-23,428450,3,1.0,2255,6765,1.0,0,2014,0,Metro City,10001
PROP_09661,2025-08-31,1050516,5,4.0,3699,22194,2.0,0,1968,0,Greenwood Valley,40082
PROP_09662,2025-09-02,583163,1,2.5,2111,4222,1.5,0,1984,2018,Coastal Suburbs,20013
PROP_09663,2025-12-19,388400,3,1.0,1942,7768,2.0,0,2010,0,Tech Park District,30045
